"plan_name","fy","state","fund","arr","gov_type","NetPensionLiability","consultant","mva","ava","return","NoFeeData","group_fees","group_id","feeprop","EQTotal_Fee","FITotal_Fee","RETotal_Fee","AltMiscTotal_Fee","PETotal_Fee","HFTotal_Fee","COMDTotal_Fee","expense_AdminExpenses","CashTotal_Fee","OtherTotal_Fee","total_fees"
"Connecticut Teachers",1949,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1950,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1951,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1952,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1953,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1954,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1955,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1956,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1957,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1958,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1959,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1960,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1961,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1962,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1963,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1964,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1965,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1966,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1967,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1968,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1969,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1970,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1971,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1972,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1973,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1974,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1975,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1976,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1977,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1978,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1979,"CT",0.31067,0.065,0,0,"",1031698,1010152,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1980,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1981,"CT",0,0,0,0,"",0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1982,"CT",0.36208,0,0,0,"",0,1296603,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1983,"CT",0.36767,0,0,0,"",1635035,1401881,0.378,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1984,"CT",0.35071,0.08,0,0,"",1696074,1564253,0.007,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1985,"CT",0.37315,0.08,0,0,"",2157900,1821912,0.228,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1986,"CT",0.36375,0,0,0,"",2728837,2183070,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1987,"CT",0.35753,0.08,0,0,"",3188223,2566301,0.122,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1988,"CT",0.38593,0,0,0,"",3275200,3009196,0.069,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1989,"CT",0.45326,0,0,0,"",3744815,3600763,0.07985,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1990,"CT",0.51824,0.085,0,0,"",4308486,4260808,0.104,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1991,"CT",0.57552,0,0,0,"",4623080,4692007,0.0388,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1992,"CT",0.66609,0.085,0,0,"",5057545,4847986,0.0807,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1993,"CT",0.67416,0,0,0,"",5407616,5225063.5,0.1181,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1994,"CT",0.68131,0.085,0,0,"",5814910,5602141,0.0374,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1995,"CT",0.68631,0,0,0,"",5955905,6125156,0.1348,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1996,"CT",0.69059,0.085,0,0,"",7466352,6648171,0.1414,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1997,"CT",0.69764,0,0,0,"",8702282,7184612,0.1935,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1998,"CT",0.70383,0.085,0,0,"",10003424,7721053,0.1719,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",1999,"CT",0.76104,0,0,0,"",10817138,8663496,0.1049,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2000,"CT",0.81423,0.085,0,0,"",11949355,9605938,0.1313,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2001,"CT",0,0,0,0,"CRA Rogers Casey",11207086,0,-0.0368,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2002,"CT",0.759,0.085,0,0,"CRA Rogers Casey",10103419,10387300,-0.0639,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2003,"CT",0.74912,0,0,0,"CRA Rogers Casey",9852157,10768739,0.0249,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2004,"CT",0.653,0.085,0,0,"CRA Rogers Casey",10852047,9846700,0.1534,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2005,"CT",0.65436,0,0,0,"CRA Rogers Casey",11397213,10529691,0.1049,0,1,11,0.54184049,49796,7178,1490,0,5884,0,0,0,564,0,35171.94988688
"Connecticut Teachers",2006,"CT",0.595,0.085,0,0,"CRA Rogers Casey",12202652,10190300,0.1074,0,1,11,0.54325563,53707,8217,1645,0,6049,0,0,0,428,0,38052.88385898
"Connecticut Teachers",2007,"CT",0.55302,0,0,0,"Mercer",13790810,10759998,0.1747,0,1,11,0.53842682,40777,9228,1368,0,5284,0,0,0,480,0,30764.09321434
"Connecticut Teachers",2008,"CT",0.7,0.085,0,0,"Mercer",14554461,15271000,-0.0477,0,1,11,0.55873621,43979,8352,4034,0,11100,0,0,0,595,0,38027.5864526
"Connecticut Teachers",2009,"CT",0.68581,0,0,0,"Mercer",11410680,15532509,-0.1714,0,1,11,0.56070101,36025,12435,4604,0,9156,0,0,0,778,0,35323.04222798
"Connecticut Teachers",2010,"CT",0.614,0.085,0,0,"Mercer",12284330,14430200,0.1287,0,1,11,0.56115299,50917,13248,3962,0,9978,0,0,0,3281,0,45669.99724414
"Connecticut Teachers",2011,"CT",0.60416,0,0,0,"Mercer",14152237,14607932,0.2077,0,1,11,0.56673151,57671,13291,3846,0,9352,710,0,0,4499,0,50648.22831719
"Connecticut Teachers",2012,"CT",0.552,0.085,0,0,"Hewitt Ennis Knupp",13482136,13734800,-0.0096,0,1,11,0.5617975,53740,12592,3985,0,8537,901,0,0,5729,0,48024.69749
"Connecticut Teachers",2013,"CT",0.57856,0,0,0,"Hewitt Ennis Knupp",14462903,14814364,0.1183,0,1,11,0.5729025,58232,16249,4968,0,7367,1126,0,0,6047,0,53846.5330725
"Connecticut Teachers",2014,"CT",0.59,0.085,0,10128320,"Hewitt Ennis Knupp",16207755,15546500,0.1567,0,1,11,0.5662331,56257,15297,8277,0,6051,1026,0,0,5493,0,52320.5046731
"Connecticut Teachers",2015,"CT",0.57228,0,0,10972042,"Aon Hewitt",16120053,16077830,0.0279,0,1,11,0.55897444,58803,17614,6532,0,4916,1215,0,0,5452,0,52840.97176208
"Connecticut Teachers",2016,"CT",0.56,0.085,0,14245051,"Aon Hewitt",15594872,16712300,0.0025,0,1,11,0.55897444,59470,18370,8638,0,5323,1114,0,0,1959,0,53032.14102056
"Connecticut Teachers",2017,"CT",0.57391,0,0,13502320,"Meketa",17134326,17490168,0.1438,0,1,11,0.54585022,62290,23442,10406,0,4816,996,0,0,2892,0,57228.02876524
"Connecticut Teachers",2018,"CT",0.577,0.08,0,13164059,"Meketa",17946840,17951800,0.0704,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2019,"CT",0.54411,0,0,17072720,"Meketa",18493456,18564880,0.0585,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2020,"CT",0.513,0.069,0,18846090,"Meketa",18286420,19055100,0.0185,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2021,"CT",0.52195,0.069,0,14926263,"Meketa",23117088,20091946,0.2428,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Connecticut Teachers",2022,"CT",0.57,0.069,0,18310560,"Meketa",21549720,22729200,-0.0776,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa County",2001,"CA",0.876,0.0835,1,0,"Dorn, Helliesen, & Cottle",2704728.8,2613220,-0.024,NA,NA,NA,1,0,0,0,0,0,0,0,-3745.158,0,0,0
"Contra Costa County",2002,"CA",0.896,0.08,1,0,"Milliman",2365537.5,3296736,-0.095,NA,NA,NA,1,0,0,0,0,0,0,0,-4298.952,0,0,0
"Contra Costa County",2003,"CA",0.854,0.079,1,0,"Milliman",3313495,3538722,0.235,NA,NA,NA,1,0,0,0,0,0,0,0,-4292.028,0,0,0
"Contra Costa County",2004,"CA",0.82,0.079,1,0,"Milliman",3718616,3673858,0.134,NA,NA,NA,1,0,0,0,0,0,0,0,-4089.459,0,0,0
"Contra Costa County",2005,"CA",0.848,0.079,1,0,"Milliman",4221722.5,4062057,0.108,0,0,0,0,6731,4101,4209,0,2431,0,0,-4896.325,10,0,0
"Contra Costa County",2006,"CA",0.843,0.078,1,0,"Milliman",4871009.5,4460871,0.153,0,0,0,0,9093,4558,4246,0,2771,0,0,-4859.287,9,0,0
"Contra Costa County",2007,"CA",0.8988,0.078,1,0,"Milliman",5199116.5,5016136.5,0.073,0,0,0,0,10118,6324,4273,0,3994,0,0,-5941.814,10,0,0
"Contra Costa County",2008,"CA",0.8845,0.078,1,0,"Milliman",3749698.8,5282505,-0.265,0,0,0,0,8264,5269,4285,0,7087,0,0,-5601.126,5,0,0
"Contra Costa County",2009,"CA",0.8377,0.0775,1,0,"Milliman",4476729.5,5290114,0.219,0,0,0,0,7625,6359,5305,0,5527,0,0,-7358.75,7,0,0
"Contra Costa County",2010,"CA",0.8028,0.0775,1,0,"Milliman",5027157,5341821.5,0.14,0,0,0,0,8216,6571,6692,0,6864,0,0,-5283,11,0,0
"Contra Costa County",2011,"CA",0.7847,0.0775,1,0,"Milliman",5052290,5426719,0.027,0,0,0,0,9348,6053,6020,0,7123,0,0,-6290,13,0,0
"Contra Costa County",2012,"CA",0.7064,0.0725,1,0,"Milliman",5654581,5482257,0.141,0,0,0,0,10808,5918,7832,0,7850,0,0,-6030,12,0,0
"Contra Costa County",2013,"CA",0.7641,0.0725,1,0,"Milliman",6458318,5907416.5,0.165,0,0,0,0,10607,6447,9550,0,8142,0,946,-6776,6,0,0
"Contra Costa County",2014,"CA",0.8169,0.0725,1,1195701,"Milliman",6908910,6557496,0.084,0,0,0,0,12550,6053,10020,0,8480,0,1834,-6980,7,0,0
"Contra Costa County",2015,"CA",0.845,0.0725,1,1507127,"Verus",6976582,7136801.5,0.026,0,0,0,0,12807,6716,10166,0,8454,0,2302,-8115,4,0,0
"Contra Costa County",2016,"CA",0.865,0.07,1,1400455,"Verus",7438520,7606997.5,0.074,0,0,0,0,12941,5125,11215,0,11735,1889,732,-8486,21,0,0
"Contra Costa County",2017,"CA",0.8853,0.07,1,811437,"Verus",8390581,8179891,0.142,0,0,0,0,14903,4530,6777,0,11451,1914,661,-9146,435,0,0
"Contra Costa County",2018,"CA",0.893,0.07,1,1428044,"Verus",8149986,8650178,-0.027,NA,NA,NA,1,0,0,0,0,0,0,0,-9337,0,0,0
"Contra Costa County",2019,"CA",0.906,0.07,1,864085,"Verus",9257013,9128669,0.146,NA,NA,NA,1,0,0,0,0,0,0,0,-10200,0,0,0
"Contra Costa County",2020,"CA",0.918,0.07,1,461450,"Verus",10070238,9662283,0.092,NA,NA,NA,1,0,0,0,0,0,0,0,-10750,0,0,0
"Contra Costa County",2021,"CA",0.924,0.07,1,-242952,"Verus",11453766,10434412,0.139,NA,NA,NA,1,0,0,0,0,0,0,0,-11237,0,0,0
"Contra Costa County",2022,"CA",0.912,0.0675,1,1698398,"Verus",10053669,10861822,-0.106,NA,NA,NA,1,0,0,0,0,0,0,0,-11538,0,0,0
"DC Police & Fire",2001,"DC",0,0.0725,2,0,"BARRA Rogers Casey",1093821,1193400,-0.117,NA,NA,NA,1,0,0,0,0,0,0,0,-1161,0,0,0
"DC Police & Fire",2002,"DC",0,0.0725,2,0,"Watson Wyatt",1083580,1278900,-0.079,NA,NA,NA,1,0,0,0,0,0,0,0,-1445,0,0,0
"DC Police & Fire",2003,"DC",0,0.0725,2,0,"Watson Wyatt",1345545,1427800,0.163,NA,NA,NA,1,0,0,0,0,0,0,0,-1501,0,0,0
"DC Police & Fire",2004,"DC",0,0.0725,2,0,"Watson Wyatt",1619026,1645400,0.119,NA,NA,NA,1,0,0,0,0,0,0,0,-1537,0,0,0
"DC Police & Fire",2005,"DC",0,0.0725,2,0,"Watson Wyatt",1973092,1933600,0.139,1,0,0,0,0,0,0,0,0,0,0,-3789,0,0,0
"DC Police & Fire",2006,"DC",0.91606,0.0725,2,0,"Watson Wyatt",2310211,2252600,0.104,1,0,0,0,0,0,0,0,0,0,0,-1817,0,0,0
"DC Police & Fire",2007,"DC",1.00967,0.075,2,0,"Watson Wyatt",2853608,2672900,0.168,1,0,0,0,0,0,0,0,0,0,0,-4037,0,0,0
"DC Police & Fire",2008,"DC",0.99772,0.07,2,0,"Watson Wyatt",2476726,2932100,-0.169,1,0,0,0,0,0,0,0,0,0,0,-3440,0,0,0
"DC Police & Fire",2009,"DC",1.00677,0.07,2,0,"Watson Wyatt",2524994,3048400,-0.022,1,0,0,0,0,0,0,0,0,0,0,-4904,0,0,0
"DC Police & Fire",2010,"DC",1.07956,0.07,2,0,"Meketa",2925742,3418796,0.103,1,0,0,0,0,0,0,0,0,0,0,-5145,0,0,0
"DC Police & Fire",2011,"DC",1.08577,0.07,2,0,"Meketa",3127467,3593716,0.029,1,0,0,0,0,0,0,0,0,0,0,-6678,0,0,0
"DC Police & Fire",2012,"DC",1.101,0.065,2,0,"Meketa",3681854,3804853,0.145,1,0,0,0,0,0,0,0,0,0,0,-6718,0,0,0
"DC Police & Fire",2013,"DC",1.101,0.065,2,0,"Meketa",4168457,4013534,0.113,1,0,0,0,0,0,0,0,0,0,0,-8913,0,0,0
"DC Police & Fire",2014,"DC",1.07257,0.065,2,-587266,"Meketa",4588129,4288727,0.084,1,0,0,0,0,0,0,0,0,0,0,-9730,0,0,0
"DC Police & Fire",2015,"DC",1.076,0.065,2,-78585,"Meketa",4461998,4607300,-0.039,1,0,0,0,0,0,0,0,0,0,0,-11939,0,0,0
"DC Police & Fire",2016,"DC",1.108,0.065,2,-279069,"Meketa",4954631,4985051,0.094,1,0,0,0,0,0,0,0,0,0,0,-12918,0,0,0
"DC Police & Fire",2017,"DC",1.108,0.065,2,-727102,"Meketa",5684442,5406366,0.131,1,0,0,0,0,0,0,0,0,0,0,-12838,0,0,0
"DC Police & Fire",2018,"DC",1.12,0.065,2,-757896,"Meketa",6023770,5848576,0.054,NA,NA,NA,1,0,0,0,0,0,0,0,-11570,0,0,0
"DC Police & Fire",2019,"DC",1.119,0.065,2,-651790,"Meketa",6256363,6269628,0.039,NA,NA,NA,1,0,0,0,0,0,0,0,-9481,0,0,0
"DC Police & Fire",2020,"DC",1.108,0.065,2,-596347,"Meketa",6620190,6676013,0.054,NA,NA,NA,1,0,0,0,0,0,0,0,-9648,0,0,0
"DC Police & Fire",2021,"DC",1.179,0.0625,2,-1810380,"Meketa",7991994,7290173,0.209,NA,NA,NA,1,0,0,0,0,0,0,0,-11208,0,0,0
"DC Police & Fire",2022,"DC",1.147,0.0625,2,-261321,"Meketa",6900445,7612268,-0.125,NA,NA,NA,1,0,0,0,0,0,0,0,-12094,0,0,0
"DC Teachers",2001,"DC",0,0.0725,2,0,"BARRA Rogers Casey",778754,846500,-0.117,NA,NA,NA,1,0,0,0,0,0,0,0,-822,0,0,0
"DC Teachers",2002,"DC",0,0.0725,2,0,"Watson Wyatt",733363,860900,-0.079,NA,NA,NA,1,0,0,0,0,0,0,0,-989,0,0,0
"DC Teachers",2003,"DC",0,0.0725,2,0,"Watson Wyatt",874658,917800,0.163,NA,NA,NA,1,0,0,0,0,0,0,0,-978,0,0,0
"DC Teachers",2004,"DC",0,0.0725,2,0,"Watson Wyatt",994289,998700,0.119,NA,NA,NA,1,0,0,0,0,0,0,0,-942,0,0,0
"DC Teachers",2005,"DC",0,0.0725,2,0,"Watson Wyatt",1142521,1104600,0.139,1,0,0,0,0,0,0,0,0,0,0,-2210,0,0,0
"DC Teachers",2006,"DC",1.11212,0.0725,2,0,"Watson Wyatt",1279139,1230000,0.104,1,0,0,0,0,0,0,0,0,0,0,-1010,0,0,0
"DC Teachers",2007,"DC",1.11564,0.075,2,0,"Watson Wyatt",1517765,1396000,0.168,1,0,0,0,0,0,0,0,0,0,0,-2161,0,0,0
"DC Teachers",2008,"DC",1.08191,0.07,2,0,"Watson Wyatt",1257754,1447600,-0.169,1,0,0,0,0,0,0,0,0,0,0,-2919,0,0,0
"DC Teachers",2009,"DC",1.1077,0.07,2,0,"Watson Wyatt",1204391,1445000,-0.022,1,0,0,0,0,0,0,0,0,0,0,-2340,0,0,0
"DC Teachers",2010,"DC",1.18269,0.07,2,0,"Meketa",1317470,1570968,0.103,1,0,0,0,0,0,0,0,0,0,0,-2327,0,0,0
"DC Teachers",2011,"DC",1.01864,0.07,2,0,"Meketa",1340712,1573654,0.029,1,0,0,0,0,0,0,0,0,0,0,-2885,0,0,0
"DC Teachers",2012,"DC",0.944,0.065,2,0,"Meketa",1503486,1585626,0.145,1,0,0,0,0,0,0,0,0,0,0,-2880,0,0,0
"DC Teachers",2013,"DC",0.901,0.065,2,0,"Meketa",1622375,1585775,0.113,1,0,0,0,0,0,0,0,0,0,0,-3627,0,0,0
"DC Teachers",2014,"DC",0.886,0.065,2,110073,"Meketa",1745961,1638583,0.084,1,0,0,0,0,0,0,0,0,0,0,-3787,0,0,0
"DC Teachers",2015,"DC",0.887,0.065,2,280173,"Meketa",1670638,1732017,-0.039,1,0,0,0,0,0,0,0,0,0,0,-4543,0,0,0
"DC Teachers",2016,"DC",0.909,0.065,2,242189,"Meketa",1821949,1845476,0.094,1,0,0,0,0,0,0,0,0,0,0,-4746,0,0,0
"DC Teachers",2017,"DC",0.925,0.065,2,89748,"Meketa",2070599,1982019,0.131,1,0,0,0,0,0,0,0,0,0,0,-4721,0,0,0
"DC Teachers",2018,"DC",0.93,0.065,2,85761,"Meketa",2176106,2139911,0.054,NA,NA,NA,1,0,0,0,0,0,0,0,-4474,0,0,0
"DC Teachers",2019,"DC",0.911,0.065,2,229809,"Meketa",2264482,2271160,0.039,NA,NA,NA,1,0,0,0,0,0,0,0,-3440,0,0,0
"DC Teachers",2020,"DC",0.921,0.065,2,229413,"Meketa",2411390,2431075,0.054,NA,NA,NA,1,0,0,0,0,0,0,0,-3511,0,0,0
"DC Teachers",2021,"DC",0.995,0.0625,2,-246266,"Meketa",2944884,2684368,0.209,NA,NA,NA,1,0,0,0,0,0,0,0,-4127,0,0,0
"DC Teachers",2022,"DC",0.988,0.0625,2,298645,"Meketa",2572925,2838193,-0.125,NA,NA,NA,1,0,0,0,0,0,0,0,-4508,0,0,0
"Delaware State Employees",2001,"DE",1.124,0.085,0,0,"Ashford Capital Management",5057849,4759031,-0.051,NA,NA,NA,1,0,0,0,0,0,0,0,-4972,0,0,0
"Delaware State Employees",2002,"DE",1.096,0.085,0,0,"Ashford Capital Management",4635288,4956156,-0.063,NA,NA,NA,1,0,0,0,0,0,0,0,-4634,0,0,0
"Delaware State Employees",2003,"DE",1.069,0.08,0,0,"Ashford Capital Management",4649508,5125442,0.031,NA,NA,NA,1,0,0,0,0,0,0,0,-5227,0,0,0
"Delaware State Employees",2004,"DE",1.03,0.08,0,0,"Ashford Capital Management",5248680,5387560,0.159,NA,NA,NA,1,0,0,0,0,0,0,0,-4622,0,0,0
"Delaware State Employees",2005,"DE",1.016,0.08,0,0,"Ashford Consulting Group",5608509,5660057,0.096,0,1,0,0.94701743,13700,1600,0,0,1200,0,0,-4554,100,0,15720.489338
"Delaware State Employees",2006,"DE",1.017,0.08,0,0,"Ashford Consulting Group",6133144,5998746,0.124,0,1,0,0.94072062,15300,1300,0,0,500,0,0,-4817,100,0,16180.394664
"Delaware State Employees",2007,"DE",1.037,0.08,0,0,"Ashford Consulting Group",6920607,6437916,0.159,0,1,0,0.93415165,15200,2800,0,0,400,0,0,-5005,200,0,17375.22069
"Delaware State Employees",2008,"DE",1.031,0.08,0,0,"Ashford Consulting Group",6643042,6751949,-0.013,0,1,0,0.93604702,14800,4100,0,0,100,0,0,-5613,100,0,17878.498082
"Delaware State Employees",2009,"DE",0.988,0.08,0,0,"Ashford Consulting Group",5392660,6744050,-0.158,0,1,0,0.9381004,10100,2200,0,0,1500,0,0,-6148,0,0,12945.78552
"Delaware State Employees",2010,"DE",0.96,0.08,0,0,"Ashford Consulting Group",5909159,6808957,0.141,0,1,0,0.93149102,11300,2900,0,0,1800,0,0,-5376,0,0,14903.85632
"Delaware State Employees",2011,"DE",0.94,0.075,0,0,"Ashford Consulting Group",7056916,7091821,0.243,0,1,0,0.92695725,14000,3200,0,0,1700,0,0,-5035,0,0,17519.492025
"Delaware State Employees",2012,"DE",0.915,0.075,0,0,"Ashford Consulting Group",6914826,7270430,0.02,0,1,0,0.91795087,13200,3000,0,0,1400,0,0,-5392,0,0,16155.935312
"Delaware State Employees",2013,"DE",0.911,0.075,0,0,"Ashford Consulting Group",7395577,7519770,0.111,0,1,0,0.91740006,14800,2400,0,0,100,0,0,-5548,0,0,15871.021038
"Delaware State Employees",2014,"DE",0.923,0.072,0,368215,"Ashford Consulting Group",8389765,8067032,0.175,0,1,0,0.91224182,17400,2200,0,0,0,0,0,-5242,0,0,17879.939672
"Delaware State Employees",2015,"DE",0.916,0.072,0,665268,"Ashford Consulting Group",8409336,8289879.5,0.039,0,1,0,0.90704501,18700,2500,0,0,0,0,0,-7353,0,0,19229.354212
"Delaware State Employees",2016,"DE",0.89,0.072,0,1506942,"Ashford Consulting Group",7977541,8460614,-0.013,0,1,0,0.90244752,15000,2800,0,0,0,0,0,-5895,0,0,16063.565856
"Delaware State Employees",2017,"DE",0.865,0.07,0,1466008,"Ashford Consulting Group",8513829,8688641,0.113,0,1,0,0.89927292,15800,2900,0,0,0,0,0,-5636,0,0,16816.403604
"Delaware State Employees",2018,"DE",0.86,0.07,0,1291465,"Windmark Investment Partners",9028447,8950958,0.106,NA,NA,NA,1,0,0,0,0,0,0,0,-5781,0,0,0
"Delaware State Employees",2019,"DE",0.855,0.07,0,1557364,"Windmark Investment Partners",9116517,9211322,0.05,NA,NA,NA,1,0,0,0,0,0,0,0,-5967,0,0,0
"Delaware State Employees",2020,"DE",0.855,0.07,0,1405746,"Windmark Investment Partners",9638828,9528170,0.1,NA,NA,NA,1,0,0,0,0,0,0,0,-6055,0,0,0
"Delaware State Employees",2021,"DE",0.891,0.07,0,-1218597,"Windmark Investment Partners",12851073,10428561,0.381,NA,NA,NA,1,0,0,0,0,0,0,0,-5654,0,0,0
"Delaware State Employees",2022,"DE",0.876,0.07,0,1367924,"Windmark Investment Partners",10803195,10793496,-0.134,NA,NA,NA,1,0,0,0,0,0,0,0,-6059,0,0,0
"Denver Employees",2001,"CO",0.995,0.0775,2,0,"Callan",1377564.4,1459257.8,-0.0517,NA,NA,NA,1,0,0,0,0,0,0,0,-1918.365,0,0,0
"Denver Employees",2002,"CO",1.0168,0.08,2,0,"Callan",1252685.6,1503220,-0.0788,NA,NA,NA,1,0,0,0,0,0,0,0,-1955.993,0,0,0
"Denver Employees",2003,"CO",0.9803,0.08,2,0,"Callan",1470905.9,1572940,0.2006,NA,NA,NA,1,0,0,0,0,0,0,0,-2098.088,0,0,0
"Denver Employees",2004,"CO",0.9913,0.08,2,0,"Callan",1600796.6,1651090,0.1188,NA,NA,NA,1,0,0,0,0,0,0,0,-2211.322,0,0,0
"Denver Employees",2005,"CO",0.9735,0.08,2,0,"Callan",1709951.9,1735210,0.0998,0,0,0,0,4043,1024,1905,0,0,497,0,-2464.874,0,0,0
"Denver Employees",2006,"CO",0.9864,0.08,2,0,"Callan",1895046.1,1837480,0.1433,0,0,0,0,4240,1036,2304,0,0,919,0,-2618.71,0,0,0
