"plan_name","fy","state","fund","arr","gov_type","NetPensionLiability","consultant","mva","ava","return","NoFeeData","group_fees","group_id","feeprop","EQTotal_Fee","FITotal_Fee","RETotal_Fee","AltMiscTotal_Fee","PETotal_Fee","HFTotal_Fee","COMDTotal_Fee","expense_AdminExpenses","CashTotal_Fee","OtherTotal_Fee","total_fees"
"Alabama ERS",2001,"AL",1.002,0.08,0,0,"AM South Bank, NA",7236735,8028471,-0.0636,NA,NA,NA,1,0,0,0,0,0,0,0,-4578,0,0,0
"Alabama ERS",2002,"AL",0.954,0.08,0,0,"AM South Bank, NA",6424435,8100846.5,-0.0929,NA,NA,NA,1,0,0,0,0,0,0,0,-5582,0,0,0
"Alabama ERS",2003,"AL",0.911,0.08,0,0,"AM South Bank, NA",7222812,8312500,0.1648,NA,NA,NA,1,0,0,0,0,0,0,0,-5843,0,0,0
"Alabama ERS",2004,"AL",0.897,0.08,0,0,"AM South Bank, NA",7795598,8563945,0.1006,NA,NA,NA,1,0,0,0,0,0,0,0,-5892,0,0,0
"Alabama ERS",2005,"AL",0.84,0.08,0,0,"AM South Bank, NA",8464515,8935358,0.1098,1,0,0,0,0,0,0,0,0,0,0,-6898,0,0,0
"Alabama ERS",2006,"AL",0.811,0.08,0,0,"Regions Bank, NA",9001867,9287531,0.0837,1,0,0,0,0,0,0,0,0,0,0,-7850,0,0,0
"Alabama ERS",2007,"AL",0.79,0.08,0,0,"Regions Bank, NA",10401218,9770897,0.1792,1,0,0,0,0,0,0,0,0,0,0,-7813,0,0,0
"Alabama ERS",2008,"AL",0.757,0.08,0,0,"Regions Bank, NA",8647705,9905766,-0.1521,1,0,0,0,0,0,0,0,0,0,0,-9892,0,0,0
"Alabama ERS",2009,"AL",0.722,0.08,0,0,"Regions Bank, NA",7679005,9928104,-0.1003,1,0,0,0,0,0,0,0,0,0,0,-9413,0,0,0
"Alabama ERS",2010,"AL",0.682,0.08,0,0,"Regions Bank, NA",8176732,9739331,0.0847,1,0,0,0,0,0,0,0,0,0,0,-10334,0,0,0
"Alabama ERS",2011,"AL",0.658,0.08,0,0,"Regions Bank, NA",8130435,9456158,0.0221,1,0,0,0,0,0,0,0,0,0,0,-10002,0,0,0
"Alabama ERS",2012,"AL",0.657,0.08,0,0,"Regions Bank, NA",9188696,9116551,0.1801,1,0,0,0,0,0,0,0,0,0,0,-10616,0,0,0
"Alabama ERS",2013,"AL",0.657,0.08,0,0,"Regions Bank, NA",10091940,9546459,0.146,1,0,0,0,0,0,0,0,0,0,0,-9767,0,0,0
"Alabama ERS",2014,"AL",0.669,0.08,0,4722181,"Regions Bank, NA",10883952,10134581,0.1202,1,0,0,0,0,0,0,0,0,0,0,-9612,0,0,0
"Alabama ERS",2015,"AL",0.673,0.08,0,5408828,"Regions Bank, NA",10551904,10589258,0.0105,1,0,0,0,0,0,0,0,0,0,0,-11136,0,0,0
"Alabama ERS",2016,"AL",0.662,0.07875,0,5800008,"Regions Bank, NA",11177074,11082280,0.1022,1,0,0,0,0,0,0,0,0,0,0,-11002,0,0,0
"Alabama ERS",2017,"AL",0.678,0.0775,0,5268268,"Regions Bank, NA",12122471,11690952,0.1286,1,0,0,0,0,0,0,0,0,0,0,-11982,0,0,0
"Alabama ERS",2018,"AL",0.687,0.077,0,5141759,"Regions Bank, NA",12720352,12240597,0.0929,NA,NA,NA,1,0,0,0,0,0,0,0,-11219,0,0,0
"Alabama ERS",2019,"AL",0.682,0.077,0,5785418,"Regions Bank, NA",12568473,12645789,0.0278,NA,NA,NA,1,0,0,0,0,0,0,0,-12934,0,0,0
"Alabama ERS",2020,"AL",0.682,0.077,0,6556427,"Regions Bank, NA",13150538,13491176,0.0583,NA,NA,NA,1,0,0,0,0,0,0,0,-13128,0,0,0
"Alabama ERS",2021,"AL",0.677,0.0745,0,5584488,"Regions Bank, NA",15479476,14291093,0.2218,NA,NA,NA,1,0,0,0,0,0,0,0,-10977,0,0,0
"Alabama ERS",2022,"AL",0.656,0.0745,0,8657788,"Regions Bank, NA",12999159,14504813,-0.1302,NA,NA,NA,1,0,0,0,0,0,0,0,-11306,0,0,0
"Alabama Teachers",2001,"AL",1.014,0.08,0,0,"AM South Bank, NA",15814533,17475298,-0.0605,NA,NA,NA,1,0,0,0,0,0,0,0,-6023,0,0,0
"Alabama Teachers",2002,"AL",0.974,0.08,0,0,"AM South Bank, NA",14167952,17904880,-0.0781,NA,NA,NA,1,0,0,0,0,0,0,0,-6845,0,0,0
"Alabama Teachers",2003,"AL",0.936,0.08,0,0,"AM South Bank, NA",15685620,18110470,0.1598,NA,NA,NA,1,0,0,0,0,0,0,0,-7011,0,0,0
"Alabama Teachers",2004,"AL",0.896,0.08,0,0,"AM South Bank, NA",16853148,18704008,0.1071,NA,NA,NA,1,0,0,0,0,0,0,0,-7361,0,0,0
"Alabama Teachers",2005,"AL",0.836,0.08,0,0,"AM South Bank, NA",18168524,19248208,0.1126,1,0,0,0,0,0,0,0,0,0,0,-10372,0,0,0
"Alabama Teachers",2006,"AL",0.828,0.08,0,0,"Regions Bank, NA",19207804,19821132,0.0882,1,0,0,0,0,0,0,0,0,0,0,-11325,0,0,0
"Alabama Teachers",2007,"AL",0.795,0.08,0,0,"Regions Bank, NA",21918750,20650916,0.1746,1,0,0,0,0,0,0,0,0,0,0,-9614,0,0,0
"Alabama Teachers",2008,"AL",0.776,0.08,0,0,"Regions Bank, NA",18100388,20812476,-0.1536,1,0,0,0,0,0,0,0,0,0,0,-12216,0,0,0
"Alabama Teachers",2009,"AL",0.747,0.08,0,0,"Regions Bank, NA",16120988,20582348,-0.0794,1,0,0,0,0,0,0,0,0,0,0,-11005,0,0,0
"Alabama Teachers",2010,"AL",0.711,0.08,0,0,"Regions Bank, NA",17037672,20132780,0.0842,1,0,0,0,0,0,0,0,0,0,0,-11979,0,0,0
"Alabama Teachers",2011,"AL",0.675,0.08,0,0,"Regions Bank, NA",16752218,19430136,0.0181,1,0,0,0,0,0,0,0,0,0,0,-10820,0,0,0
"Alabama Teachers",2012,"AL",0.665,0.08,0,0,"Regions Bank, NA",18950126,18786008,0.183,1,0,0,0,0,0,0,0,0,0,0,-11555,0,0,0
"Alabama Teachers",2013,"AL",0.662,0.08,0,0,"Regions Bank, NA",20820372,19629816,0.1493,1,0,0,0,0,0,0,0,0,0,0,-12591,0,0,0
"Alabama Teachers",2014,"AL",0.675,0.08,0,9084628,"Regions Bank, NA",22441308,20809872,0.1213,1,0,0,0,0,0,0,0,0,0,0,-13103,0,0,0
"Alabama Teachers",2015,"AL",0.683,0.08,0,10465715,"Regions Bank, NA",21747732,21740280,0.0104,1,0,0,0,0,0,0,0,0,0,0,-15074,0,0,0
"Alabama Teachers",2016,"AL",0.683,0.07875,0,10826005,"Regions Bank, NA",22936298,22645512,0.1041,1,0,0,0,0,0,0,0,0,0,0,-14873,0,0,0
"Alabama Teachers",2017,"AL",0.689,0.0775,0,9828479,"Regions Bank, NA",24651456,23887076,0.1177,1,0,0,0,0,0,0,0,0,0,0,-16390,0,0,0
"Alabama Teachers",2018,"AL",0.702,0.077,0,9942581,"Regions Bank, NA",25935432,25006420,0.0942,NA,NA,NA,1,0,0,0,0,0,0,0,-15952,0,0,0
"Alabama Teachers",2019,"AL",0.694,0.077,0,11056902,"Regions Bank, NA",25619448,25821326,0.0263,NA,NA,NA,1,0,0,0,0,0,0,0,-20583,0,0,0
"Alabama Teachers",2020,"AL",0.707,0.077,0,12369650,"Regions Bank, NA",25946388,26681234,0.0562,NA,NA,NA,1,0,0,0,0,0,0,0,-21957,0,0,0
"Alabama Teachers",2021,"AL",0.702,0.0745,0,9420320,"Regions Bank, NA",30561930,28154228,0.2262,NA,NA,NA,1,0,0,0,0,0,0,0,-20402,0,0,0
"Alabama Teachers",2022,"AL",0.67,0.0745,0,15540793,"Regions Bank, NA",25580872,28518292,-0.1318,NA,NA,NA,1,0,0,0,0,0,0,0,-18945,0,0,0
"Alaska PERS",2001,"AK",1.009,0.0825,0,0,"Callan",5796189,5579440,-0.0525,NA,NA,NA,1,0,0,0,0,0,0,0,-3322,0,0,0
"Alaska PERS",2002,"AK",0.752,0.0825,0,0,"Callan",5323757,4611170,-0.0548,NA,NA,NA,1,0,0,0,0,0,0,0,-3756,0,0,0
"Alaska PERS",2003,"AK",0.728,0.0825,0,0,"Callan",5318390,4607673,0.0367,NA,NA,NA,1,0,0,0,0,0,0,0,-4138,0,0,0
"Alaska PERS",2004,"AK",0.702,0.0825,0,0,"Callan",5880443,4709592,0.1508,NA,NA,NA,1,0,0,0,0,0,0,0,-3721,0,0,0
"Alaska PERS",2005,"AK",0.657,0.0825,0,0,"Callan",6122064,4658413,0.0895,0,0,0,0,12836,1525,0,0,1116,1173,140,-3114,0,0,0
"Alaska PERS",2006,"AK",0.782,0.0825,0,0,"Callan",6568150,6331065,0.1174,0,0,0,0,18150,1747,9550,0,2055,3019,479,-3477,0,0,0
"Alaska PERS",2007,"AK",0.778,0.0825,0,0,"Callan",7439387,6739004,0.1888,0,0,0,0,18529,1179,3947,0,1995,1941,1598,-3663,0,0,0
"Alaska PERS",2008,"AK",0.788,0.0825,0,0,"Callan",6935808,7210772,-0.0306,0,0,0,0,18925,1254,9746,0,2908,3932,1901,-6585,0,0,0
"Alaska PERS",2009,"AK",0.63,0.0825,0,0,"Callan",5090440,6108528,-0.2049,0,0,0,0,12427,1171,10632,0,3224,3274,3914,-6568,0,0,0
"Alaska PERS",2010,"AK",0.624,0.08,0,0,"Callan",5391527,6469832,0.1139,0,0,0,0,13966,1351,9704,0,3740,3563,5532,-6365,0,0,0
"Alaska PERS",2011,"AK",0.619,0.08,0,0,"Callan",6267925,6762149,0.2122,0,0,0,0,15858,1725,8690,0,4073,4130,4972,-6744,0,0,0
"Alaska PERS",2012,"AK",0.571,0.08,0,0,"Callan",6118294,6530421,0.0046,0,0,0,0,17503,2329,7812,0,5350,4261,5640,-6743,0,0,0
"Alaska PERS",2013,"AK",0.545,0.08,0,0,"Callan",6694482,6510749,0.125,0,0,0,0,15408,2576,8854,0,5417,3642,6089,-7120,0,0,0
"Alaska PERS",2014,"AK",0.597,0.08,0,4664140,"Callan",7731438,7731438,0.1856,0,0,0,0,17816,2896,8273,0,16712,4211,7498,-8223,0,0,0
"Alaska PERS",2015,"AK",0.67,0.08,0,4850014,"Callan",8606862,8931160,0.0329,0,0,0,0,19799,3501,6733,0,7296,7600,8133,-7553,0,0,0
"Alaska PERS",2016,"AK",0.664,0.08,0,5589598,"Callan",8227687,9056662,-0.0036,0,0,0,0,18246,3912,7185,0,7753,16227,8353,-7243,0,0,0
"Alaska PERS",2017,"AK",0.667,0.08,0,5169442,"Callan",8943127,9229703,0.1335,0,0,0,0,24038,4895,18993,0,7815,15868,0,-7526,0,0,0
"Alaska PERS",2018,"AK",0.646,0.0738,0,4969027,"Callan",9306675,9430192,0.0961,NA,NA,NA,1,0,0,0,0,0,0,0,-6250,0,0,0
"Alaska PERS",2019,"AK",0.637,0.0738,0,5474230,"Callan",9489405,9576693,0.064,NA,NA,NA,1,0,0,0,0,0,0,0,-7429,0,0,0
"Alaska PERS",2020,"AK",0.636,0.0738,0,5901176,"Callan",9469161,9713710,0.0383,NA,NA,NA,1,0,0,0,0,0,0,0,-7017,0,0,0
"Alaska PERS",2021,"AK",0.679,0.0738,0,3668499,"Callan",11912309,10466709,0.2762,NA,NA,NA,1,0,0,0,0,0,0,0,-8232,0,0,0
"Alaska PERS",2022,"AK",0.681,0.0725,0,5096851,"Callan",10816140,10961498,-0.0408,NA,NA,NA,1,0,0,0,0,0,0,0,-9038,0,0,0
"Alaska Teachers",2001,"AK",0.95,0.0825,0,0,"Callan",3302567,3468310,-0.0535,NA,NA,NA,1,0,0,0,0,0,0,0,-1583,0,0,0
"Alaska Teachers",2002,"AK",0.682,0.0825,0,0,"Callan",2983297,2699445,-0.0549,NA,NA,NA,1,0,0,0,0,0,0,0,-1712,0,0,0
"Alaska Teachers",2003,"AK",0.643,0.0825,0,0,"Callan",2917523,2694785,0.0368,NA,NA,NA,1,0,0,0,0,0,0,0,-1911,0,0,0
"Alaska Teachers",2004,"AK",0.628,0.0825,0,0,"Callan",3164807,2647777,0.1509,NA,NA,NA,1,0,0,0,0,0,0,0,-1748,0,0,0
"Alaska Teachers",2005,"AK",0.609,0.0825,0,0,"Callan",3239727,2640642,0.0901,0,0,0,0,6456,769,0,0,558,557,66,-1485,0,0,0
"Alaska Teachers",2006,"AK",0.678,0.0825,0,0,"Callan",3422923,3296934,0.1178,0,0,0,0,8500,821,4367,0,952,1381,218,-1560,0,0,0
"Alaska Teachers",2007,"AK",0.682,0.0825,0,0,"Callan",3806494,3441867,0.1892,0,0,0,0,8484,605,3947,0,906,1941,369,-1649,0,0,0
"Alaska Teachers",2008,"AK",0.702,0.0825,0,0,"Callan",3550798,3670086,-0.0305,0,0,0,0,8541,619,4328,0,1294,1757,849,-2669,0,0,0
"Alaska Teachers",2009,"AK",0.57,0.0825,0,0,"Callan",2596433,3115719,-0.2062,0,0,0,0,5921,514,4657,0,1435,1438,1713,-2537,0,0,0
"Alaska Teachers",2010,"AK",0.543,0.08,0,0,"Callan",2716557,3259868,0.1158,0,0,0,0,6118,633,4175,0,1704,1544,2443,-2698,0,0,0
"Alaska Teachers",2011,"AK",0.54,0.08,0,0,"Callan",3123530,3345949,0.214,0,0,0,0,6820,748,3579,0,1743,1719,2101,-2806,0,0,0
"Alaska Teachers",2012,"AK",0.499,0.08,0,0,"Callan",3006647,3194994,0.0051,0,0,0,0,7360,982,3181,0,2256,1748,2319,-2847,0,0,0
"Alaska Teachers",2013,"AK",0.481,0.08,0,0,"Callan",3279130,3170313,0.1259,0,0,0,0,6574,1057,3686,0,1878,1494,2494,-2989,0,0,0
"Alaska Teachers",2014,"AK",0.545,0.08,0,2999062,"Callan",3771139,3771139,0.1846,0,0,0,0,7309,1188,3385,0,2804,1727,3076,-3160,0,0,0
"Alaska Teachers",2015,"AK",0.76898,0.08,0,1860451,"Callan",5246955,5422651,0.033,0,0,0,0,8123,1437,3437,0,3195,3805,4271,-2789,0,0,0
"Alaska Teachers",2016,"AK",0.758,0.08,0,2283344,"Callan",4942201,5428687,-0.0036,0,0,0,0,9137,2083,3576,0,4629,7741,3644,-2648,0,0,0
"Alaska Teachers",2017,"AK",0.759,0.08,0,2026612,"Callan",5312295,5476835,0.1336,0,0,0,0,11857,2420,9417,0,3864,7126,0,-2890,0,0,0
"Alaska Teachers",2018,"AK",0.762,0.0738,0,1914329,"Callan",5472727,5541600,0.0962,NA,NA,NA,1,0,0,0,0,0,0,0,-3050,0,0,0
"Alaska Teachers",2019,"AK",0.753,0.0738,0,1868543,"Callan",5511929,5563931,0.0639,NA,NA,NA,1,0,0,0,0,0,0,0,-3018,0,0,0
"Alaska Teachers",2020,"AK",0.75,0.0738,0,2033118,"Callan",5444799,5587064,0.0383,NA,NA,NA,1,0,0,0,0,0,0,0,-2988,0,0,0
"Alaska Teachers",2021,"AK",0.791,0.0738,0,795973,"Callan",6731481,5910369,0.2765,NA,NA,NA,1,0,0,0,0,0,0,0,-3446,0,0,0
"Alaska Teachers",2022,"AK",0.782,0.0725,0,1666902,"Callan",6026651,6100204,-0.041,NA,NA,NA,1,0,0,0,0,0,0,0,-3805,0,0,0
"Arizona Public Safety",2001,"AZ",1.269,0.09,0,0,"S&P",4422062.5,4661941,-0.1686,NA,NA,NA,1,0,0,0,0,0,0,0,-679.372,0,0,0
"Arizona Public Safety",2002,"AZ",1.13,0.09,0,0,"S&P",3696318.3,4684386,-0.1507,NA,NA,NA,1,0,0,0,0,0,0,0,-735.241,0,0,0
"Arizona Public Safety",2003,"AZ",1.009,0.09,0,0,"S&P",3832538,4781377,0.0667,NA,NA,NA,1,0,0,0,0,0,0,0,-812.332,0,0,0
"Arizona Public Safety",2004,"AZ",0.924,0.0875,0,0,"S&P",4309735,4774313,0.1497,NA,NA,NA,1,0,0,0,0,0,0,0,-1099.932,0,0,0
"Arizona Public Safety",2005,"AZ",0.821,0.085,0,0,"S&P",4608042,4886963,0.0911,1,0,0,0,0,0,0,0,0,0,0,-1599.784,0,0,0
"Arizona Public Safety",2006,"AZ",0.77,0.085,0,0,"S&P",4906398.5,4999911.5,0.083,1,0,0,0,0,0,0,0,0,0,0,-2979.511,0,0,0
"Arizona Public Safety",2007,"AZ",0.664,0.085,0,0,"S&P",5531793.5,4829521,0.1705,1,0,0,0,0,0,0,0,0,0,0,-3971.338,0,0,0
"Arizona Public Safety",2008,"AZ",0.688,0.085,0,0,"Ennis Knupp",5019280.5,5095645,-0.0727,1,0,0,0,0,0,0,0,0,0,0,-4661.878,0,0,0
"Arizona Public Safety",2009,"AZ",0.7,0.085,0,0,"NEPC",4115701,5445497,-0.1773,1,0,0,0,0,0,0,0,0,0,0,-4352.207,0,0,0
"Arizona Public Safety",2010,"AZ",0.677,0.085,0,0,"NEPC",4585863.5,5591304,0.1347,1,0,0,0,0,0,0,0,0,0,0,-4932.349,0,0,0
"Arizona Public Safety",2011,"AZ",0.637,0.0825,0,0,"NEPC",5216643,5795944.5,0.1737,1,0,0,0,0,0,0,0,0,0,0,-4776.388,0,0,0
"Arizona Public Safety",2012,"AZ",0.602,0.08,0,0,"NEPC",5055828,6051595,-0.0079,1,0,0,0,0,0,0,0,0,0,0,-4890.364,0,0,0
"Arizona Public Safety",2013,"AZ",0.587,0.0785,0,0,"NEPC",5529057,6185073.5,0.1064,1,0,0,0,0,0,0,0,0,0,0,-5104.446,0,0,0
"Arizona Public Safety",2014,"AZ",0.492,0.0785,0,0,"NEPC",5935524,6018984,0.1328,1,0,0,0,0,0,0,0,0,0,0,-5826.248,0,0,0
"Arizona Public Safety",2015,"AZ",0.49,0.0785,0,0,"NEPC",6075768.5,6217786.5,0.0368,0,1,8,0.72601438,11900,4100,27700,0,22300,50800,12000,-5386.939,0,0,93510.652144
"Arizona Public Safety",2016,"AZ",0.46,0.075,0,0,"NEPC",6042477.5,6553903,0.0063,0,1,8,0.72691768,11900,4100,27700,0,22300,50800,12000,-5183.979,0,0,93626.997184
"Arizona Public Safety",2017,"AZ",0.453,0.0715,0,0,"NEPC",6841326.5,7062650,0.1185,0,1,8,0.73098373,3945,195,5777,0,20217,9565,15793,-6460.102,0,0,40563.74914516
"Arizona Public Safety",2018,"AZ",0.45765,0.074,0,0,"NEPC",7289130,7449909,0.0707,NA,NA,NA,1,0,0,0,0,0,0,0,-7377,0,0,0
"Arizona Public Safety",2019,"AZ",0.46515,0.073,0,0,"NEPC",7829913,8097786,0.0545,NA,NA,NA,1,0,0,0,0,0,0,0,-7251,0,0,0
"Arizona Public Safety",2020,"AZ",0.47006,0.073,0,0,"NEPC",8105798,8724980,0.0091,NA,NA,NA,1,0,0,0,0,0,0,0,-8407,0,0,0
"Arizona Public Safety",2021,"AZ",0.5444,0.073,0,0,"NEPC",11556792,10561814,0.2776,NA,NA,NA,1,0,0,0,0,0,0,0,-11004,0,0,0
"Arizona Public Safety",2022,"AZ",0.65651,0.072,0,0,"NEPC",13205419,13563532,-0.0404,NA,NA,NA,1,0,0,0,0,0,0,0,-9295,0,0,0
"Arizona SRS",2001,"AZ",1.14948,0.08,0,0,"Mercer",20798328,21888184,-0.067,NA,NA,NA,1,0,0,0,0,0,0,0,-10135.567,0,0,0
"Arizona SRS",2002,"AZ",1.06373,0.08,0,0,"Mercer",18346958,22641694,-0.082,NA,NA,NA,1,0,0,0,0,0,0,0,-15799.87,0,0,0
"Arizona SRS",2003,"AZ",0.98418,0.08,0,0,"Mercer",17921580,22572008,0.024,NA,NA,NA,1,0,0,0,0,0,0,0,-21148,0,0,0
"Arizona SRS",2004,"AZ",0.92464,0.08,0,0,"Mercer",20485188,22659396,0.175,NA,NA,NA,1,0,0,0,0,0,0,0,-23466,0,0,0
"Arizona SRS",2005,"AZ",0.86114,0.08,0,0,"Mercer",21570914,22808290,0.085,1,0,0,0,0,0,0,0,0,0,0,-21940,0,0,0
"Arizona SRS",2006,"AZ",0.84302,0.08,0,0,"Mercer",23219646,23766572,0.098,1,0,0,0,0,0,0,0,0,0,0,-28054,0,0,0
"Arizona SRS",2007,"AZ",0.83282,0.08,0,0,"Mercer",27069558,25309888,0.178,1,0,0,0,0,0,0,0,0,0,0,-29817,0,0,0
"Arizona SRS",2008,"AZ",0.82075,0.08,0,0,"Mercer",24717188,26612440,-0.076,0,0,0,0,0,0,23715,0,7341,0,0,-29195,0,50363,0
"Arizona SRS",2009,"AZ",0.79013,0.08,0,0,"NEPC",19880452,27093788,-0.181,0,0,0,0,0,0,38014,0,24660,2099,0,-27322,0,39352,0
"Arizona SRS",2010,"AZ",0.76435,0.08,0,0,"NEPC",22146960,27572000,0.1491,0,0,0,0,0,0,37491,0,24561,5692,0,-28237,0,48426,0
"Arizona SRS",2011,"AZ",0.75527,0.08,0,0,"NEPC",26839224,27983518,0.246,0,0,0,0,0,0,25250,0,29266,11475,0,-27286,0,62290,0
"Arizona SRS",2012,"AZ",0.75287,0.08,0,0,"NEPC",26402094,28948010,0.013,0,0,0,0,0,0,30561,0,45943,3932,0,-31052,0,57469,0
"Arizona SRS",2013,"AZ",0.75443,0.08,0,0,"NEPC",29025430,30110632,0.131,0,0,0,0,0,0,39601,0,58419,23893,0,-32851,0,66857,0
"Arizona SRS",2014,"AZ",0.76296,0.08,0,14796602,"NEPC",33693704,31547988,0.186,0,0,0,0,37375,5830,19494,0,43513,30880,4781,-26107,0,0,0
"Arizona SRS",2015,"AZ",0.77064,0.08,0,15576437,"NEPC",33645648,33112994,0.032,0,0,0,0,37898,6023,22069,0,43658,34813,4524,-26400,0,0,0
"Arizona SRS",2016,"AZ",0.7695,0.08,0,16141004,"NEPC",32859792,34269820,0.006,0,0,0,0,27666,4205,61518,0,115658,36210,6371,-22965,0,0,0
"Arizona SRS",2017,"AZ",0.69674,0.075,0,15578051,"NEPC",36202756,35268100,0.139,0,0,0,0,26772,4292,78852,0,220053,44935,9178,-27895,0,0,0
"Arizona SRS",2018,"AZ",0.70384,0.075,0,13946481,"NEPC",38491948,36984396,0.094,NA,NA,NA,1,0,0,0,0,0,0,0,-26878,0,0,0
"Arizona SRS",2019,"AZ",0.71255,0.075,0,14551163,"NEPC",39825144,38879900,0.066,NA,NA,NA,1,0,0,0,0,0,0,0,-26802,0,0,0
"Arizona SRS",2020,"AZ",0.717,0.075,0,17326520,"NEPC",39167584,40642836,0.008,NA,NA,NA,1,0,0,0,0,0,0,0,-26845,0,0,0
"Arizona SRS",2021,"AZ",0.701,0.07,0,13139556,"NEPC",48202224,43074132,0.251,NA,NA,NA,1,0,0,0,0,0,0,0,-27104,0,0,0
"Arizona SRS",2022,"AZ",0.713,0.07,0,16322221,"NEPC",47089152,45589280,0.011,NA,NA,NA,1,0,0,0,0,0,0,0,-27505,0,0,0
"Arkansas PERS",2001,"AR",1.06,0.08,0,0,"Callan",4014116.5,4342000,-0.0382,NA,NA,NA,1,0,0,0,0,0,0,0,-3853.726,0,0,0
"Arkansas PERS",2002,"AR",1,0.08,0,0,"Callan",3740821.3,4404000,-0.0574,NA,NA,NA,1,0,0,0,0,0,0,0,-4067.319,0,0,0
"Arkansas PERS",2003,"AR",0.95,0.08,0,0,"Callan",3882663.5,4416000,0.0553,NA,NA,NA,1,0,0,0,0,0,0,0,-4370.719,0,0,0
"Arkansas PERS",2004,"AR",0.89,0.08,0,0,"Callan",4306846,4438000,0.134,NA,NA,NA,1,0,0,0,0,0,0,0,-4759.527,0,0,0
"Arkansas PERS",2005,"AR",0.86,0.08,0,0,"Callan",4640778,4584000,0.0985,0,0,0,0,9935,1855,0,2425,0,0,0,-4313.081,0,0,0
"Arkansas PERS",2006,"AR",0.83,0.08,0,0,"0",5135503,4949000,0.1224,0,0,0,0,13030,1893,0,2762,0,0,0,-4272.313,0,0,0
"Arkansas PERS",2007,"AR",0.891,0.08,0,0,"Callan",5970244,5498000,0.1801,0,0,0,0,14243,2015,0,3991,0,0,0,-4747.84,0,0,0
"Arkansas PERS",2008,"AR",0.897,0.08,0,0,"Callan",5638452,5866000,-0.0445,0,0,0,0,14500,2114,0,4487,0,0,0,-5100.085,0,0,0
"Arkansas PERS",2009,"AR",0.78,0.08,0,0,"Callan",4349812.5,5413000,-0.2089,0,0,0,0,8260,1882,0,4168,0,0,0,-5482.554,0,0,0
"Arkansas PERS",2010,"AR",0.741,0.08,0,0,"Callan",4728500.5,5409000,0.1195,0,0,0,0,11433,2033,503,3049,0,0,0,-5981.358,0,0,0
"Arkansas PERS",2011,"AR",0.707,0.08,0,0,"Callan",5801921,5467000,0.26,0,0,0,0,12991,2034,1025,3096,0,0,0,-6374.379,0,0,0
"Arkansas PERS",2012,"AR",0.689,0.08,0,0,"Callan",5692416,5625000,-0.0033,0,0,0,0,12224,2038,4744,0,0,660,0,-6794.526,0,0,0
"Arkansas PERS",2013,"AR",0.743,0.08,0,0,"Callan",6434470.5,6159000,0.1558,0,0,0,0,15114,2034,5221,0,0,2148,0,-7340.273,0,0,0
"Arkansas PERS",2014,"AR",0.778,0.0775,0,1408639,"Callan",7531189.5,6895000,0.1968,0,0,0,0,17260,2079,6454,0,0,2622,0,-7209.769,0,0,0
"Arkansas PERS",2015,"AR",0.791,0.075,0,1841733.4,"Callan",7549993,7352000,0.0245,0,0,0,0,18159,2176,6334,0,0,2807,0,-7201.144,0,0,0
"Arkansas PERS",2016,"AR",0.804,0.075,0,2391348,"Callan",7370324.5,7769000,0.003,0,0,0,0,15876,2207,8257,0,0,2783,0,-7366.64,0,0,0
"Arkansas PERS",2017,"AR",0.776,0.0715,0,2584140.5,"Callan",8028797,8157000,0.123,0,0,0,0,16502,2282,9201,0,0,2933,0,-9502.608,0,0,0
"Arkansas PERS",2018,"AR",0.787,0.0715,0,2205935,"Callan",8602752,8416000,0.1023,NA,NA,NA,1,0,0,0,0,0,0,0,-11503.639,0,0,0
"Arkansas PERS",2019,"AR",0.785,0.0715,0,2412528.8,"Callan",8833328,8739000,0.0578,NA,NA,NA,1,0,0,0,0,0,0,0,-14739.7,0,0,0
"Arkansas PERS",2020,"AR",0.79,0.0715,0,2863584.5,"Callan",8769011,9090000,0.0241,NA,NA,NA,1,0,0,0,0,0,0,0,-11682.726,0,0,0
"Arkansas PERS",2021,"AR",0.837,0.0715,0,768832.31,"Callan",11185454,9893000,0.3149,NA,NA,NA,1,0,0,0,0,0,0,0,-11644.847,0,0,0
"Arkansas PERS",2022,"AR",0.836,0.0715,0,2696383.5,"Callan",9733839,10220000,-0.1054,NA,NA,NA,1,0,0,0,0,0,0,0,-11794.786,0,0,0
"Arkansas Teachers",2001,"AR",0.954,0.08,0,0,"Holbein Associates",7642865.5,8166000,-0.029,NA,NA,NA,1,0,0,0,0,0,0,0,-8254.731,0,0,0
"Arkansas Teachers",2002,"AR",0.919,0.08,0,0,"Ennis Knupp",7084325,8328000,-0.062,NA,NA,NA,1,0,0,0,0,0,0,0,-7354.162,0,0,0
"Arkansas Teachers",2003,"AR",0.859,0.08,0,0,"Ennis Knupp",7050355.5,8113000,0.02,NA,NA,NA,1,0,0,0,0,0,0,0,-7973.933,0,0,0
"Arkansas Teachers",2004,"AR",0.838,0.08,0,0,"Ennis Knupp",8122004,8424000,0.177,NA,NA,NA,1,0,0,0,0,0,0,0,-8197.465,0,0,0
"Arkansas Teachers",2005,"AR",0.804,0.08,0,0,"Ennis Knupp",8811147,8817000,0.094,1,0,0,0,0,0,0,0,0,0,0,-6454.762,0,0,0
"Arkansas Teachers",2006,"AR",0.803,0.08,0,0,"Ennis Knupp",9868312,9332000,0.124,1,0,0,0,0,0,0,0,0,0,0,-5991.755,0,0,0
